YYYY;MM;DD;qobs;qc_flag
1953;3;16;691.49;40.0
1953;3;17;616.22;40.0
1953;3;18;620.6;40.0
1953;3;19;660.29;40.0
1953;3;20;664.73;40.0
1953;3;21;1042.21;40.0
1953;3;22;1459.97;40.0
1953;3;23;1491.21;40.0
1953;3;24;1326.14;40.0
1953;3;25;1596.29;40.0
1953;3;26;1305.78;40.0
1953;3;27;907.97;40.0
1953;3;28;727.49;40.0
1953;3;29;577.08;40.0
1953;3;30;446.43;40.0
1953;3;31;409.8;40.0
1953;4;1;413.83;40.0
1953;4;2;377.77;40.0
1953;4;3;426.0;40.0
1953;4;4;426.0;40.0
1953;4;5;385.73;40.0
1953;4;6;393.72;40.0
1953;4;7;393.72;40.0
1953;4;8;361.96;40.0
1953;4;9;338.5;40.0
1953;4;10;338.5;40.0
1953;4;11;354.1;40.0
1953;4;12;354.1;40.0
1953;4;13;326.88;40.0
1953;4;14;319.19;40.0
1953;4;15;334.62;40.0
1953;4;16;342.38;40.0
1953;4;17;323.03;40.0
1953;4;18;338.5;40.0
1953;4;19;365.9;40.0
1953;4;20;442.33;40.0
1953;4;21;682.54;40.0
1953;4;22;417.88;40.0
1953;4;23;594.41;40.0
1953;4;24;467.04;40.0
1953;4;25;417.88;40.0
1953;4;26;369.85;40.0
1953;4;27;361.96;40.0
1953;4;28;346.28;40.0
1953;4;29;330.74;40.0
1953;4;30;319.19;40.0
1953;5;1;315.35;40.0
1953;5;2;315.35;40.0
1953;5;3;323.03;40.0
1953;5;4;487.84;40.0
1953;5;5;718.46;40.0
1953;5;6;673.62;40.0
1953;5;7;754.73;40.0
1953;5;8;718.46;40.0
1953;5;9;620.6;40.0
1953;5;10;577.08;40.0
1953;5;11;521.48;40.0
1953;5;12;479.5;40.0
1953;5;13;434.15;40.0
1953;5;14;417.88;40.0
1953;5;15;393.72;40.0
1953;5;16;369.85;40.0
1953;5;17;358.03;40.0
1953;5;18;346.28;40.0
1953;5;19;350.19;40.0
1953;5;20;346.28;40.0
1953;5;21;330.74;40.0
1953;5;22;323.03;40.0
1953;5;23;338.5;40.0
1953;5;24;342.38;40.0
1953;5;25;346.28;40.0
1953;5;26;369.85;40.0
1953;5;27;417.88;40.0
1953;5;28;450.53;40.0
1953;5;29;500.4;40.0
1953;5;30;508.81;40.0
1953;5;31;458.77;40.0
1953;6;1;417.88;40.0
1953;6;2;393.72;40.0
1953;6;3;377.77;40.0
1953;6;4;385.73;40.0
1953;6;5;385.73;40.0
1953;6;6;385.73;40.0
1953;6;7;397.73;40.0
1953;6;8;450.53;40.0
1953;6;9;458.77;40.0
1953;6;10;426.0;40.0
1953;6;11;409.8;40.0
1953;6;12;434.15;40.0
1953;6;13;442.33;40.0
1953;6;14;426.0;40.0
1953;6;15;426.0;40.0
1953;6;16;377.77;40.0
1953;6;17;377.77;40.0
1953;6;18;354.1;40.0
1953;6;19;369.85;40.0
1953;6;20;369.85;40.0
1953;6;21;354.1;40.0
1953;6;22;358.03;40.0
1953;6;23;385.73;40.0
1953;6;24;450.53;40.0
1953;6;25;483.66;40.0
1953;6;26;475.34;40.0
1953;6;27;458.77;40.0
1953;6;28;458.77;40.0
1953;6;29;458.77;40.0
1953;6;30;483.66;40.0
1953;7;1;517.25;40.0
1953;7;2;534.21;40.0
1953;7;3;500.4;40.0
1953;7;4;483.66;40.0
1953;7;5;467.04;40.0
1953;7;6;483.66;40.0
1953;7;7;467.04;40.0
1953;7;8;458.77;40.0
1953;7;9;426.0;40.0
1953;7;10;409.8;40.0
1953;7;11;401.74;40.0
1953;7;12;393.72;40.0
1953;7;13;393.72;40.0
1953;7;14;385.73;40.0
1953;7;15;377.77;40.0
1953;7;16;385.73;40.0
1953;7;17;377.77;40.0
1953;7;18;377.77;40.0
1953;7;19;369.85;40.0
1953;7;20;369.85;40.0
1953;7;21;377.77;40.0
1953;7;22;377.77;40.0
1953;7;23;365.9;40.0
1953;7;24;361.96;40.0
1953;7;25;373.81;40.0
1953;7;26;373.81;40.0
1953;7;27;369.85;40.0
1953;7;28;369.85;40.0
1953;7;29;377.77;40.0
1953;7;30;377.77;40.0
1953;7;31;377.77;40.0
1953;8;1;373.81;40.0
1953;8;2;369.85;40.0
1953;8;3;338.5;40.0
1953;8;4;369.85;40.0
1953;8;5;377.77;40.0
1953;8;6;373.81;40.0
1953;8;7;361.96;40.0
1953;8;8;401.74;40.0
1953;8;9;417.88;40.0
1953;8;10;483.66;40.0
1953;8;11;467.04;40.0
1953;8;12;442.33;40.0
1953;8;13;434.15;40.0
1953;8;14;458.77;40.0
1953;8;15;467.04;40.0
1953;8;16;458.77;40.0
1953;8;17;450.53;40.0
1953;8;18;434.15;40.0
1953;8;19;417.88;40.0
1953;8;20;409.8;40.0
1953;8;21;346.28;40.0
1953;8;22;346.28;40.0
1953;8;23;346.28;40.0
1953;8;24;346.28;40.0
1953;8;25;346.28;40.0
1953;8;26;323.03;40.0
1953;8;27;346.28;40.0
1953;8;28;346.28;40.0
1953;8;29;346.28;40.0
1953;8;30;346.28;40.0
1953;8;31;361.96;40.0
1953;9;1;330.74;40.0
1953;9;2;323.03;40.0
1953;9;3;315.35;40.0
1953;9;4;323.03;40.0
1953;9;5;393.72;40.0
1953;9;6;475.34;40.0
1953;9;7;517.25;40.0
1953;9;8;508.81;40.0
1953;9;9;483.66;40.0
1953;9;10;442.33;40.0
1953;9;11;426.0;40.0
1953;9;12;417.88;40.0
1953;9;13;450.53;40.0
1953;9;14;492.02;40.0
1953;9;15;508.81;40.0
1953;9;16;500.4;40.0
1953;9;17;454.65;40.0
1953;9;18;426.0;40.0
1953;9;19;417.88;40.0
1953;9;20;409.8;40.0
1953;9;21;434.15;40.0
1953;9;22;393.72;40.0
1953;9;23;426.0;40.0
1953;9;24;385.73;40.0
1953;9;25;442.33;40.0
1953;9;26;426.0;40.0
1953;9;27;417.88;40.0
1953;9;28;442.33;40.0
1953;9;29;434.15;40.0
1953;9;30;417.88;40.0
1953;10;1;409.8;40.0
1953;10;2;409.8;40.0
1953;10;3;393.72;40.0
1953;10;4;361.96;40.0
1953;10;5;458.77;40.0
1953;10;6;534.21;40.0
1953;10;7;467.04;40.0
1953;10;8;551.28;40.0
1953;10;9;534.21;40.0
1953;10;10;483.66;40.0
1953;10;11;442.33;40.0
1953;10;12;426.0;40.0
1953;10;13;409.8;40.0
1953;10;14;430.07;40.0
1953;10;15;426.0;40.0
1953;10;16;450.53;40.0
1953;10;17;496.21;40.0
1953;10;18;603.12;40.0
1953;10;19;763.86;40.0
1953;10;20;718.46;40.0
1953;10;21;682.54;40.0
1953;10;22;664.73;40.0
1953;10;23;647.0;40.0
1953;10;24;585.74;40.0
1953;10;25;508.81;40.0
1953;10;26;508.81;40.0
1953;10;27;517.25;40.0
1953;10;28;475.34;40.0
1953;10;29;467.04;40.0
1953;10;30;467.04;40.0
1953;10;31;454.65;40.0
1953;11;1;458.77;40.0
1953;11;2;434.15;40.0
1953;11;3;426.0;40.0
1953;11;4;417.88;40.0
1953;11;5;393.72;40.0
1953;11;6;385.73;40.0
1953;11;7;369.85;40.0
1953;11;8;385.73;40.0
1953;11;9;346.28;40.0
1953;11;10;346.28;40.0
1953;11;11;346.28;40.0
1953;11;12;342.38;40.0
1953;11;13;342.38;40.0
1953;11;14;361.96;40.0
1953;11;15;381.75;40.0
1953;11;16;483.66;40.0
1953;11;17;467.04;40.0
1953;11;18;354.1;40.0
1953;11;19;346.28;40.0
1953;11;20;409.8;40.0
1953;11;21;682.54;40.0
1953;11;22;907.97;40.0
1953;11;23;865.63;40.0
1953;11;24;893.81;40.0
1953;11;25;837.62;40.0
1953;11;26;727.49;40.0
1953;11;27;611.84;40.0
1953;11;28;492.02;40.0
1953;11;29;517.25;40.0
1953;11;30;492.02;40.0
1953;12;1;483.66;40.0
1953;12;2;426.0;40.0
1953;12;3;401.74;40.0
1953;12;4;409.8;40.0
1953;12;5;467.04;40.0
1953;12;6;682.54;40.0
1953;12;7;620.6;40.0
1953;12;8;745.63;40.0
1953;12;9;837.62;40.0
1953;12;10;819.06;40.0
1953;12;11;800.57;40.0
1953;12;12;727.49;40.0
1953;12;13;709.45;40.0
1953;12;14;819.06;40.0
1953;12;15;819.06;40.0
1953;12;16;800.57;40.0
1953;12;17;1042.21;40.0
1953;12;18;1189.95;40.0
1953;12;19;1042.21;40.0
1953;12;20;950.72;40.0
1953;12;21;800.57;40.0
1953;12;22;727.49;40.0
1953;12;23;682.54;40.0
1953;12;24;638.18;40.0
1953;12;25;559.86;40.0
1953;12;26;577.08;40.0
1953;12;27;559.86;40.0
1953;12;28;534.21;40.0
1953;12;29;568.46;40.0
1953;12;30;664.73;40.0
1953;12;31;594.41;40.0
1954;1;1;700.46;40.0
1954;1;2;1042.21;40.0
1954;1;3;936.43;40.0
1954;1;4;856.27;40.0
1954;1;5;754.73;40.0
1954;1;6;475.34;40.0
1954;1;7;594.41;40.0
1954;1;8;551.28;40.0
1954;1;9;568.46;40.0
1954;1;10;559.86;40.0
1954;1;11;691.49;40.0
1954;1;12;629.37;40.0
1954;1;13;611.84;40.0
1954;1;14;551.28;40.0
1954;1;15;500.4;40.0
1954;1;16;467.04;40.0
1954;1;17;458.77;40.0
1954;1;18;458.77;40.0
1954;1;19;442.33;40.0
1954;1;20;369.85;40.0
1954;1;21;409.8;40.0
1954;1;22;559.86;40.0
1954;1;23;534.21;40.0
1954;1;24;534.21;40.0
1954;1;25;492.02;40.0
1954;1;26;458.77;40.0
1954;1;27;434.15;40.0
1954;1;28;442.33;40.0
1954;1;29;434.15;40.0
1954;1;30;426.0;40.0
1954;1;31;434.15;40.0
1954;2;1;467.04;40.0
1954;2;2;458.77;40.0
1954;2;3;450.53;40.0
1954;2;4;551.28;40.0
1954;2;5;475.34;40.0
1954;2;6;409.8;40.0
1954;2;7;354.1;40.0
1954;2;8;385.73;40.0
1954;2;9;458.77;40.0
1954;2;10;492.02;40.0
1954;2;11;492.02;40.0
1954;2;12;467.04;40.0
1954;2;13;458.77;40.0
1954;2;14;434.15;40.0
1954;2;15;492.02;40.0
1954;2;16;458.77;40.0
1954;2;17;500.4;40.0
1954;2;18;500.4;40.0
1954;2;19;467.04;40.0
1954;2;20;434.15;40.0
1954;2;21;417.88;40.0
1954;2;22;393.72;40.0
1954;2;23;393.72;40.0
1954;2;24;393.72;40.0
1954;2;25;409.8;40.0
1954;2;26;369.85;40.0
1954;2;27;354.1;40.0
1954;2;28;354.1;40.0
1954;3;1;401.74;40.0
1954;3;2;409.8;40.0
1954;3;3;446.43;40.0
1954;3;4;450.53;40.0
1954;3;5;450.53;40.0
1954;3;6;450.53;40.0
1954;3;7;442.33;40.0
1954;3;8;467.04;40.0
1954;3;9;450.53;40.0
1954;3;10;467.04;40.0
1954;3;11;467.04;40.0
1954;3;12;442.33;40.0
1954;3;13;417.88;40.0
1954;3;14;442.33;40.0
1954;3;15;450.53;40.0
1954;3;16;467.04;40.0
1954;3;17;442.33;40.0
1954;3;18;421.94;40.0
1954;3;19;434.15;40.0
1954;3;20;551.28;40.0
1954;3;21;629.37;40.0
1954;3;22;508.81;40.0
1954;3;23;417.88;40.0
1954;3;24;426.0;40.0
1954;3;25;442.33;40.0
1954;3;26;401.74;40.0
1954;3;27;401.74;40.0
1954;3;28;393.72;40.0
1954;3;29;450.53;40.0
1954;3;30;467.04;40.0
1954;3;31;442.33;40.0
1954;4;1;442.33;40.0
1954;4;2;467.04;40.0
1954;4;3;475.34;40.0
1954;4;4;442.33;40.0
1954;4;5;417.88;40.0
1954;4;6;426.0;40.0
1954;4;7;467.04;40.0
1954;4;8;442.33;40.0
1954;4;9;442.33;40.0
1954;4;10;467.04;40.0
1954;4;11;508.81;40.0
1954;4;12;450.53;40.0
1954;4;13;450.53;40.0
1954;4;14;467.04;40.0
1954;4;15;450.53;40.0
1954;4;16;492.02;40.0
1954;4;17;773.0;40.0
1954;4;18;709.45;40.0
1954;4;19;673.62;40.0
1954;4;20;585.74;40.0
1954;4;21;508.81;40.0
1954;4;22;534.21;40.0
1954;4;23;542.74;40.0
1954;4;24;517.25;40.0
1954;4;25;492.02;40.0
1954;4;26;492.02;40.0
1954;4;27;487.84;40.0
1954;4;28;475.34;40.0
1954;4;29;467.04;40.0
1954;4;30;450.53;40.0
1954;5;1;434.15;40.0
1954;5;2;421.94;40.0
1954;5;3;442.33;40.0
1954;5;4;426.0;40.0
1954;5;5;458.77;40.0
1954;5;6;393.72;40.0
1954;5;7;393.72;40.0
1954;5;8;377.77;40.0
1954;5;9;369.85;40.0
1954;5;10;346.28;40.0
1954;5;11;385.73;40.0
1954;5;12;417.88;40.0
1954;5;13;458.77;40.0
1954;5;14;492.02;40.0
1954;5;15;492.02;40.0
1954;5;16;508.81;40.0
1954;5;17;525.72;40.0
1954;5;18;534.21;40.0
1954;5;19;559.86;40.0
1954;5;20;525.72;40.0
1954;5;21;483.66;40.0
1954;5;22;483.66;40.0
1954;5;23;542.74;40.0
1954;5;24;542.74;40.0
1954;5;25;508.81;40.0
1954;5;26;492.02;40.0
1954;5;27;483.66;40.0
1954;5;28;483.66;40.0
1954;5;29;500.4;40.0
1954;5;30;483.66;40.0
1954;5;31;467.04;40.0
1954;6;1;467.04;40.0
1954;6;2;467.04;40.0
1954;6;3;467.04;40.0
1954;6;4;475.34;40.0
1954;6;5;487.84;40.0
1954;6;6;483.66;40.0
1954;6;7;492.02;40.0
1954;6;8;483.66;40.0
1954;6;9;458.77;40.0
1954;6;10;434.15;40.0
1954;6;11;434.15;40.0
1954;6;12;409.8;40.0
1954;6;13;401.74;40.0
1954;6;14;405.76;40.0
1954;6;15;397.73;40.0
1954;6;16;385.73;40.0
1954;6;17;385.73;40.0
1954;6;18;385.73;40.0
1954;6;19;393.72;40.0
1954;6;20;405.76;40.0
1954;6;21;393.72;40.0
1954;6;22;397.73;40.0
1954;6;23;393.72;40.0
1954;6;24;393.72;40.0
1954;6;25;393.72;40.0
1954;6;26;377.77;40.0
1954;6;27;385.73;40.0
1954;6;28;361.96;40.0
1954;6;29;377.77;40.0
1954;6;30;417.88;40.0
1954;7;1;385.73;40.0
1954;7;2;385.73;40.0
1954;7;3;377.77;40.0
1954;7;4;361.96;40.0
1954;7;5;417.88;40.0
1954;7;6;426.0;40.0
1954;7;7;426.0;40.0
1954;7;8;426.0;40.0
1954;7;9;409.8;40.0
1954;7;10;401.74;40.0
1954;7;11;409.8;40.0
1954;7;12;417.88;40.0
1954;7;13;426.0;40.0
1954;7;14;426.0;40.0
1954;7;15;426.0;40.0
1954;7;16;426.0;40.0
1954;7;17;426.0;40.0
1954;7;18;417.88;40.0
1954;7;19;426.0;40.0
1954;7;20;426.0;40.0
1954;7;21;426.0;40.0
1954;7;22;417.88;40.0
1954;7;23;393.72;40.0
1954;7;24;393.72;40.0
1954;7;25;393.72;40.0
1954;7;26;393.72;40.0
1954;7;27;385.73;40.0
1954;7;28;385.73;40.0
1954;7;29;385.73;40.0
1954;7;30;385.73;40.0
1954;7;31;377.77;40.0
1954;8;1;373.81;40.0
1954;8;2;369.85;40.0
1954;8;3;373.81;40.0
1954;8;4;369.85;40.0
1954;8;5;369.85;40.0
1954;8;6;369.85;40.0
1954;8;7;361.96;40.0
1954;8;8;369.85;40.0
1954;8;9;369.85;40.0
1954;8;10;369.85;40.0
1954;8;11;365.9;40.0
1954;8;12;358.03;40.0
1954;8;13;369.85;40.0
1954;8;14;354.1;40.0
1954;8;15;361.96;40.0
1954;8;16;346.28;40.0
1954;8;17;346.28;40.0
1954;8;18;346.28;40.0
1954;8;19;346.28;40.0
1954;8;20;369.85;40.0
1954;8;21;385.73;40.0
1954;8;22;377.77;40.0
1954;8;23;373.81;40.0
1954;8;24;381.75;40.0
1954;8;25;381.75;40.0
1954;8;26;385.73;40.0
1954;8;27;409.8;40.0
1954;8;28;385.73;40.0
1954;8;29;385.73;40.0
1954;8;30;377.77;40.0
1954;8;31;381.75;40.0
1954;9;1;381.75;40.0
1954;9;2;377.77;40.0
1954;9;3;354.1;40.0
1954;9;4;346.28;40.0
1954;9;5;338.5;40.0
1954;9;6;346.28;40.0
1954;9;7;338.5;40.0
1954;9;8;338.5;40.0
1954;9;9;346.28;40.0
1954;9;10;346.28;40.0
1954;9;11;346.28;40.0
1954;9;12;338.5;40.0
1954;9;13;338.5;40.0
1954;9;14;330.74;40.0
1954;9;15;323.03;40.0
1954;9;16;330.74;40.0
1954;9;17;326.88;40.0
1954;9;18;323.03;40.0
1954;9;19;323.03;40.0
1954;9;20;323.03;40.0
1954;9;21;315.35;40.0
1954;9;22;303.9;40.0
1954;9;23;300.11;40.0
1954;9;24;300.11;40.0
1954;9;25;300.11;40.0
1954;9;26;288.77;40.0
1954;9;27;292.54;40.0
1954;9;28;292.54;40.0
1954;9;29;292.54;40.0
1954;9;30;292.54;40.0
1954;10;1;292.54;40.0
1954;10;2;292.54;40.0
1954;10;3;300.11;40.0
1954;10;4;307.71;40.0
1954;10;5;323.03;40.0
1954;10;6;323.03;40.0
1954;10;7;307.71;40.0
1954;10;8;307.71;40.0
1954;10;9;346.28;40.0
1954;10;10;426.0;40.0
1954;10;11;385.73;40.0
1954;10;12;385.73;40.0
1954;10;13;385.73;40.0
1954;10;14;354.1;40.0
1954;10;15;307.71;40.0
1954;10;16;300.11;40.0
1954;10;17;319.19;40.0
1954;10;18;338.5;40.0
1954;10;19;338.5;40.0
1954;10;20;385.73;40.0
1954;10;21;346.28;40.0
1954;10;22;323.03;40.0
1954;10;23;307.71;40.0
1954;10;24;307.71;40.0
1954;10;25;315.35;40.0
1954;10;26;307.71;40.0
1954;10;27;307.71;40.0
1954;10;28;307.71;40.0
1954;10;29;292.54;40.0
1954;10;30;292.54;40.0
1954;10;31;292.54;40.0
1954;11;1;307.71;40.0
1954;11;2;338.5;40.0
1954;11;3;354.1;40.0
1954;11;4;315.35;40.0
1954;11;5;292.54;40.0
1954;11;6;285.01;40.0
1954;11;7;307.71;40.0
1954;11;8;307.71;40.0
1954;11;9;277.53;40.0
1954;11;10;270.08;40.0
1954;11;11;270.08;40.0
1954;11;12;277.53;40.0
1954;11;13;270.08;40.0
1954;11;14;262.67;40.0
1954;11;15;338.5;40.0
1954;11;16;434.15;40.0
1954;11;17;551.28;40.0
1954;11;18;559.86;40.0
1954;11;19;467.04;40.0
1954;11;20;594.41;40.0
1954;11;21;508.81;40.0
1954;11;22;475.34;40.0
1954;11;23;467.04;40.0
1954;11;24;500.4;40.0
1954;11;25;508.81;40.0
1954;11;26;458.77;40.0
1954;11;27;442.33;40.0
1954;11;28;426.0;40.0
1954;11;29;401.74;40.0
1954;11;30;401.74;40.0
1954;12;1;385.73;40.0
1954;12;2;385.73;40.0
1954;12;3;385.73;40.0
1954;12;4;377.77;40.0
1954;12;5;361.96;40.0
1954;12;6;338.5;40.0
1954;12;7;315.35;40.0
1954;12;8;323.03;40.0
1954;12;9;330.74;40.0
1954;12;10;426.0;40.0
1954;12;11;393.72;40.0
1954;12;12;385.73;40.0
1954;12;13;361.96;40.0
1954;12;14;330.74;40.0
1954;12;15;330.74;40.0
1954;12;16;330.74;40.0
1954;12;17;338.5;40.0
1954;12;18;307.71;40.0
1954;12;19;303.9;40.0
1954;12;20;292.54;40.0
1954;12;21;307.71;40.0
1954;12;22;277.53;40.0
1954;12;23;270.08;40.0
1954;12;24;270.08;40.0
1954;12;25;270.08;40.0
1954;12;26;270.08;40.0
1954;12;27;292.54;40.0
1954;12;28;292.54;40.0
1954;12;29;292.54;40.0
1954;12;30;292.54;40.0
1954;12;31;292.54;40.0
1955;1;1;292.54;40.0
1955;1;2;393.72;40.0
1955;1;3;809.8;40.0
1955;1;4;800.57;40.0
1955;1;5;620.6;40.0
1955;1;6;500.4;40.0
1955;1;7;438.23;40.0
1955;1;8;409.8;40.0
1955;1;9;338.5;40.0
1955;1;10;285.01;40.0
1955;1;11;285.01;40.0
1955;1;12;281.26;40.0
1955;1;13;277.53;40.0
1955;1;14;296.32;40.0
1955;1;15;270.08;40.0
1955;1;16;270.08;40.0
1955;1;17;266.37;40.0
1955;1;18;262.67;40.0
1955;1;19;262.67;40.0
1955;1;20;258.98;40.0
1955;1;21;258.98;40.0
1955;1;22;270.08;40.0
1955;1;23;307.71;40.0
1955;1;24;385.73;40.0
1955;1;25;467.04;40.0
1955;1;26;426.0;40.0
1955;1;27;405.76;40.0
1955;1;28;385.73;40.0
1955;1;29;365.9;40.0
1955;1;30;346.28;40.0
1955;1;31;365.9;40.0
1955;2;1;326.88;40.0
1955;2;2;307.71;40.0
1955;2;3;270.08;40.0
1955;2;4;270.08;40.0
1955;2;5;270.08;40.0
1955;2;6;270.08;40.0
1955;2;7;270.08;40.0
1955;2;8;270.08;40.0
1955;2;9;270.08;40.0
1955;2;10;270.08;40.0
1955;2;11;288.77;40.0
1955;2;12;401.74;40.0
1955;2;13;405.76;40.0
1955;2;14;405.76;40.0
1955;2;15;434.15;40.0
1955;2;16;413.83;40.0
1955;2;17;409.8;40.0
1955;2;18;409.8;40.0
1955;2;19;409.8;40.0
1955;2;20;409.8;40.0
1955;2;21;434.15;40.0
1955;2;22;417.88;40.0
1955;2;23;409.8;40.0
1955;2;24;381.75;40.0
1955;2;25;393.72;40.0
1955;2;26;393.72;40.0
1955;2;27;393.72;40.0
1955;2;28;434.15;40.0
1955;3;1;534.21;40.0
1955;3;2;450.53;40.0
1955;3;3;405.76;40.0
1955;3;4;405.76;40.0
1955;3;5;373.81;40.0
1955;3;6;492.02;40.0
1955;3;7;426.0;40.0
1955;3;8;397.73;40.0
1955;3;9;361.96;40.0
1955;3;10;508.81;40.0
1955;3;11;682.54;40.0
1955;3;12;529.96;40.0
1955;3;13;421.94;40.0
1955;3;14;517.25;40.0
1955;3;15;559.86;40.0
1955;3;16;409.8;40.0
1955;3;17;342.38;40.0
1955;3;18;338.5;40.0
1955;3;19;338.5;40.0
1955;3;20;296.32;40.0
1955;3;21;288.77;40.0
1955;3;22;300.11;40.0
1955;3;23;288.77;40.0
1955;3;24;277.53;40.0
1955;3;25;300.11;40.0
1955;3;26;288.77;40.0
1955;3;27;277.53;40.0
1955;3;28;281.26;40.0
1955;3;29;288.77;40.0
1955;3;30;307.71;40.0
1955;3;31;323.03;40.0
1955;4;1;334.62;40.0
1955;4;2;365.9;40.0
1955;4;3;434.15;40.0
1955;4;4;434.15;40.0
1955;4;5;405.76;40.0
1955;4;6;409.8;40.0
1955;4;7;458.77;40.0
1955;4;8;487.84;40.0
1955;4;9;603.12;40.0
1955;4;10;529.96;40.0
1955;4;11;538.47;40.0
1955;4;12;393.72;40.0
1955;4;13;500.4;40.0
1955;4;14;529.96;40.0
1955;4;15;809.8;40.0
1955;4;16;727.49;40.0
1955;4;17;704.95;40.0
1955;4;18;893.81;40.0
1955;4;19;1165.06;40.0
1955;4;20;1155.13;40.0
1955;4;21;773.0;40.0
1955;4;22;594.41;40.0
1955;4;23;529.96;40.0
1955;4;24;487.84;40.0
1955;4;25;446.43;40.0
1955;4;26;426.0;40.0
1955;4;27;467.04;40.0
1955;4;28;458.77;40.0
1955;4;29;417.88;40.0
1955;4;30;385.73;40.0
1955;5;1;385.73;40.0
1955;5;2;417.88;40.0
1955;5;3;409.8;40.0
1955;5;4;393.72;40.0
1955;5;5;365.9;40.0
1955;5;6;358.03;40.0
1955;5;7;346.28;40.0
1955;5;8;326.88;40.0
1955;5;9;346.28;40.0
1955;5;10;307.71;40.0
1955;5;11;307.71;40.0
1955;5;12;315.35;40.0
1955;5;13;315.35;40.0
1955;5;14;300.11;40.0
1955;5;15;300.11;40.0
1955;5;16;288.77;40.0
1955;5;17;300.11;40.0
1955;5;18;288.77;40.0
1955;5;19;307.71;40.0
1955;5;20;303.9;40.0
1955;5;21;300.11;40.0
1955;5;22;300.11;40.0
1955;5;23;300.11;40.0
1955;5;24;373.81;40.0
1955;5;25;397.73;40.0
1955;5;26;446.43;40.0
1955;5;27;454.65;40.0
1955;5;28;462.9;40.0
1955;5;29;462.9;40.0
1955;5;30;513.03;40.0
1955;5;31;529.96;40.0
1955;6;1;542.74;40.0
1955;6;2;508.81;40.0
1955;6;3;475.34;40.0
1955;6;4;462.9;40.0
1955;6;5;475.34;40.0
1955;6;6;434.15;40.0
1955;6;7;434.15;40.0
1955;6;8;426.0;40.0
1955;6;9;393.72;40.0
1955;6;10;377.77;40.0
1955;6;11;385.73;40.0
1955;6;12;385.73;40.0
1955;6;13;373.81;40.0
1955;6;14;369.85;40.0
1955;6;15;373.81;40.0
1955;6;16;330.74;40.0
1955;6;17;334.62;40.0
1955;6;18;346.28;40.0
1955;6;19;365.9;40.0
1955;6;20;373.81;40.0
1955;6;21;434.15;40.0
1955;6;22;426.0;40.0
1955;6;23;405.76;40.0
1955;6;24;377.77;40.0
1955;6;25;358.03;40.0
1955;6;26;358.03;40.0
1955;6;27;401.74;40.0
1955;6;28;393.72;40.0
1955;6;29;393.72;40.0
1955;6;30;393.72;40.0
1955;7;1;381.75;40.0
1955;7;2;381.75;40.0
1955;7;3;389.72;40.0
1955;7;4;397.73;40.0
1955;7;5;397.73;40.0
1955;7;6;401.74;40.0
1955;7;7;434.15;40.0
1955;7;8;572.77;40.0
1955;7;9;773.0;40.0
1955;7;10;682.54;40.0
1955;7;11;673.62;40.0
1955;7;12;585.74;40.0
1955;7;13;547.01;40.0
1955;7;14;559.86;40.0
1955;7;15;572.77;40.0
1955;7;16;551.28;40.0
1955;7;17;585.74;40.0
1955;7;18;542.74;40.0
1955;7;19;559.86;40.0
1955;7;20;603.12;40.0
1955;7;21;642.59;40.0
1955;7;22;736.55;40.0
1955;7;23;638.18;40.0
1955;7;24;611.84;40.0
1955;7;25;682.54;40.0
1955;7;26;682.54;40.0
1955;7;27;660.29;40.0
1955;7;28;607.48;40.0
1955;7;29;594.41;40.0
1955;7;30;572.77;40.0
1955;7;31;633.77;40.0
1955;8;1;603.12;40.0
1955;8;2;542.74;40.0
1955;8;3;521.48;40.0
1955;8;4;504.61;40.0
1955;8;5;508.81;40.0
1955;8;6;487.84;40.0
1955;8;7;467.04;40.0
1955;8;8;508.81;40.0
1955;8;9;551.28;40.0
1955;8;10;542.74;40.0
1955;8;11;629.37;40.0
1955;8;12;754.73;40.0
1955;8;13;655.85;40.0
1955;8;14;624.98;40.0
1955;8;15;603.12;40.0
1955;8;16;585.74;40.0
1955;8;17;555.57;40.0
1955;8;18;542.74;40.0
1955;8;19;517.25;40.0
1955;8;20;590.07;40.0
1955;8;21;642.59;40.0
1955;8;22;660.29;40.0
1955;8;23;713.95;40.0
1955;8;24;782.17;40.0
1955;8;25;800.57;40.0
1955;8;26;773.0;40.0
1955;8;27;704.95;40.0
1955;8;28;647.0;40.0
1955;8;29;647.0;40.0
1955;8;30;709.45;40.0
1955;8;31;678.08;40.0
1955;9;1;594.41;40.0
1955;9;2;551.28;40.0
1955;9;3;542.74;40.0
1955;9;4;564.15;40.0
1955;9;5;624.98;40.0
1955;9;6;620.6;40.0
1955;9;7;603.12;40.0
1955;9;8;590.07;40.0
1955;9;9;568.46;40.0
1955;9;10;603.12;40.0
1955;9;11;660.29;40.0
1955;9;12;673.62;40.0
1955;9;13;611.84;40.0
1955;9;14;551.28;40.0
1955;9;15;508.81;40.0
1955;9;16;487.84;40.0
1955;9;17;471.19;40.0
1955;9;18;462.9;40.0
1955;9;19;446.43;40.0
1955;9;20;458.77;40.0
1955;9;21;446.43;40.0
1955;9;22;450.53;40.0
1955;9;23;458.77;40.0
1955;9;24;462.9;40.0
1955;9;25;462.9;40.0
1955;9;26;458.77;40.0
1955;9;27;446.43;40.0
1955;9;28;454.65;40.0
1955;9;29;483.66;40.0
1955;9;30;479.5;40.0
1955;10;1;462.9;40.0
1955;10;2;450.53;40.0
